id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
100953,Villa Etxe Gorria (Room 2) Biarritz center,529684,Suliane,Biarritz,Biarritz,43.47871,-1.55767,Private room,109,1,33,2023-08-15,0.25,5,189,5,
111027,Villa Etxe Gorria (Room 4) Biarritz center,529684,Suliane,Biarritz,Biarritz,43.47943,-1.55916,Private room,89,1,93,2023-10-08,0.60,5,178,20,
327264,Villa de la Corniche on the Basque Coast,1673093,Sonia,Hendaye,Urrugne,43.37056,-1.72667,Entire home/apt,450,5,53,2023-09-16,0.37,1,250,14,6454500065969
352381,[DeepCleaned]  ★ 2BR duplex ★ near BEACH & FOREST,1784503,Eric,Anglet,Anglet,43.501858,-1.512803,Entire home/apt,92,3,52,2023-08-19,0.53,9,151,1,640240001849D
356862,"Guethary, facing the ocean , duplex",1806320,Lili,Saint-Jean-de-Luz,GuÃ©thary,43.42512,-1.60948,Entire home/apt,190,7,22,2024-01-02,0.18,1,265,3,64249000100F2
368497,Nice house very closed to the beautiful beach,1860152,Daniel,Biarritz,Biarritz,43.47581,-1.56473,Entire home/apt,260,2,84,2024-03-03,0.58,1,233,14,64122172724RS
404942,"Charming villa BIDART, next beach",1765616,Guillaume,Saint-Jean-de-Luz,Bidart,43.44018,-1.57464,Entire home/apt,138,3,0,,,1,82,0,6412500073493
467058,FLAT IN SAINT JEAN DE LUZ 4 PERSONS,2319191,Gene,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.38847,-1.66194,Entire home/apt,84,5,223,2024-03-22,1.55,1,269,20,64483001359FC
967484,SPECIAL BEACH & GOLF- ROOM TO RENT,3307164,Françoise,Biarritz,Biarritz,43.49093,-1.54457,Private room,35,3,167,2023-10-01,1.26,1,102,14,64024001237B9
488614,Apartamento acogedor y luminoso en  Hendaya,2417648,Ascen,Hendaye,Hendaye,43.36049,-1.7728,Entire home/apt,88,5,52,2024-01-01,0.40,1,36,7,6426000130468
989153,"Vue océan, 2 terrasses, plage à pied, parking",853869,Betty,Anglet,Anglet,43.50097,-1.53587,Entire home/apt,150,7,116,2023-09-03,0.88,2,93,8,64024001777C3
507979,On the riverbanks of l'Adour,2503298,Marion,Bayonne,Bayonne,43.49455,-1.4705,Entire home/apt,85,5,44,2023-08-19,0.34,1,35,4,64102001554EE
514093,Apartment view of the Basque ocean,2532320,Chantal,Saint-Jean-de-Luz,Bidart,43.43488,-1.59683,Entire home/apt,130,7,33,2023-10-07,0.23,1,194,2,6412500046127
991402,Gorgeous Villa with magical garden!,5444688,Cristina,Saint-Jean-de-Luz,Ascain,43.34198,-1.63409,Entire home/apt,161,2,92,2023-08-14,0.71,1,308,4,6406500018313
514652,2-bedroom  flat in central Biarritz,1547905,Regine,Biarritz,Biarritz,43.48067,-1.55336,Entire home/apt,80,7,97,2023-09-30,0.68,1,209,3,64122002367A1
998124,Large appartment by the beach,4127354,Charles,Biarritz,Biarritz,43.48786,-1.55328,Entire home/apt,500,4,53,2023-11-26,0.40,1,194,8,64122002567AB
587663,Villa Etxe Gorria (Room 1) Biarritz center,529684,Suliane,Biarritz,Biarritz,43.47922,-1.55907,Private room,109,1,44,2023-08-20,0.31,5,201,7,
587736,Villa Etxe Gorria (Room 3) Biarritz center,529684,Suliane,Biarritz,Biarritz,43.48016,-1.55796,Private room,85,2,139,2023-09-11,0.99,5,208,9,
587756,Etxe Gorria (Room 5) Biarritz center,529684,Suliane,Biarritz,Biarritz,43.4792,-1.55941,Private room,89,1,67,2023-09-11,0.52,5,332,16,
619573,Vintage Loft,3070456,Cecile Et Hugo,Biarritz,Biarritz,43.47045,-1.55628,Entire home/apt,430,14,10,2019-08-24,0.09,1,266,0,64122002232C9
998287,CHARMING BASQUE VILLA ON 6000 M2,5486650,Jean-Pierre,Ustaritz,Saint-PÃ©e-sur-Nivelle,43.31639,-1.53508,Entire home/apt,400,7,2,2023-08-05,0.05,1,317,1,
1008581,Center Biarritz villa with terraces facing Ocean,5547449,Anne-Cécile,Biarritz,Biarritz,43.480226977090766,-1.5665192068557563,Entire home/apt,570,6,16,2023-09-02,0.15,2,339,2,Exempt - hotel-type listing
626489,Villa Basque near Bayonne Biarritz,3109965,Bernard,Saint-Pierre-d'Irube,Lahonce,43.48573,-1.40149,Entire home/apt,300,6,9,2023-07-30,0.08,1,182,1,64304000016C8
1013413,"Beautiful Villa, 300 m from beach",5574918,Maria Ainhoa,Hendaye,Hendaye,43.3723,-1.77343,Entire home/apt,800,2,65,2023-12-30,0.49,1,125,7,642600007391D
661562,Flat Bayonne historical center,2361360,Marguerite,Bayonne,Bayonne,43.49033,-1.47896,Entire home/apt,153,6,63,2023-11-04,0.45,1,193,4,641020009723D
663153,Stylish beach home in town center,3348817,Pascoe,Biarritz,Biarritz,43.48409,-1.55627,Entire home/apt,72,2,336,2024-03-20,2.84,1,43,57,641220026649E
664467,Bel appartement à 100 m de la plage,3357149,Marie,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.38738,-1.66062,Entire home/apt,199,6,85,2023-08-19,0.64,2,20,2,64483220077MT
1016608,"CALME, PARC ARBORÉ, PARKING,WIFI,près plage Socoa",5587713,Lourdes,Hendaye,Urrugne,43.37808,-1.6787,Entire home/apt,130,3,7,2023-08-11,0.10,1,365,3,Exempt - hotel-type listing
1017901,Nice appartment dans Maison Basque,5602024,Isabel,Biarritz,Biarritz,43.48364,-1.54651,Entire home/apt,179,3,12,2023-08-10,0.27,1,215,1,6412200120701
665643,"La Pergola Beach Apt in St-Jean-de-Luz, France",3364315,Dana,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.39193,-1.66041,Entire home/apt,133,7,22,2023-08-19,0.20,1,296,2,6448300181925
672796,B&B in Biarritz center,3412493,Françoise,Biarritz,Biarritz,43.47835,-1.562,Private room,55,2,71,2018-09-17,0.50,1,74,0,
1037403,"Appartement, terrace, beach and golf",5710974,Veronique,Biarritz,Biarritz,43.48605,-1.54948,Entire home/apt,80,3,163,2024-02-05,1.38,2,57,18,6412200023471
1037608,Appart. 80 m2 Terrasse-Jardin,5710974,Veronique,Biarritz,Biarritz,43.48556,-1.54255,Entire home/apt,98,3,184,2023-11-05,1.40,2,146,24,64122000393D9
680185,BIARRITZ - 200 M FROM THE BEACH,3462574,Monique,Biarritz,Biarritz,43.48486,-1.55405,Entire home/apt,45,3,281,2023-12-04,2.00,3,82,29,6412200082971
1068101,All the charm of the Basque Coast,5876995,Lily,Hendaye,Ciboure,43.38417,-1.66446,Entire home/apt,95,3,50,2023-09-09,0.38,1,60,7,64189000755D2
1118690,St Jean de Luz Appt à 10mn de la grande plage,6139573,Pierre,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.39823,-1.65575,Entire home/apt,70,6,12,2023-09-09,0.21,1,323,3,6448300201723
731936,studio on the sea front....,3809993,Frédérique,Biarritz,Biarritz,43.48227,-1.56554,Entire home/apt,54,4,205,2024-02-17,1.48,2,307,14,64122170509ZS
1127110,Exclusive apartmentperfect location,6183630,Edouard,Biarritz,Biarritz,43.48681,-1.55431,Entire home/apt,314,2,63,2023-12-27,0.52,1,257,19,6412200240637
1132499,Ocean View / 2 bedrooms / walk to beach / parking,853869,Betty,Anglet,Anglet,43.49969,-1.53536,Entire home/apt,120,7,52,2023-08-28,0.43,2,85,4,64024001777C3
732199,BIARRITZ APPART CAP SAINT MARTIN FACE A l'OCEAN,3811485,Marie Helene,Biarritz,Biarritz,43.4896,-1.55032,Entire home/apt,180,4,10,2023-08-19,0.18,1,293,3,64122172449RS
1142805,"Wonderful view, heated pool, climatisation cinema",6266942,Éric,Saint-Jean-de-Luz,Ascain,43.35149,-1.65324,Entire home/apt,529,6,4,2018-07-31,0.04,1,362,0,6406500015776
1152915,3*** CHARMING 40M2 CNTR BIARTZ WIFI,4929083,Ashleigh,Biarritz,Biarritz,43.48068,-1.55674,Entire home/apt,79,1,390,2024-03-12,3.09,2,271,34,64122141678QD
1165629,Cottage 6/8 personnes,4905980,Jean Bernard,Hasparren,Hasparren,43.42791,-1.27026,Entire home/apt,182,1,32,2024-03-03,0.40,5,175,7,
1178882,Gîte 2/3 personnes au Pays Basque,5747476,Delphine,Saint-Ãtienne-de-BaÃ¯gorry,Ascarat,43.17183,-1.25794,Entire home/apt,,3,48,2023-09-07,0.38,2,285,5,
1197701,Maison centre Biarritz 500 m plage,6542760,Sophie,Biarritz,Biarritz,43.48323,-1.55418,Entire home/apt,87,3,187,2024-01-05,1.44,1,326,18,6412200046848
1207952,Charming & Cosy House with garden,6594663,Claire,Biarritz,Biarritz,43.48533,-1.54538,Entire home/apt,100,2,35,2023-10-12,0.27,1,142,9,6412200245458
1208298,chambre loft à Biarritz,6598885,Sabine,Anglet,Anglet,43.46104,-1.53535,Private room,59,3,48,2023-08-26,0.37,2,0,7,
1208806,BIARRITZ CENTER  50M BEACHES,6601203,Marie,Biarritz,Biarritz,43.48405,-1.56039,Entire home/apt,44,2,756,2024-03-22,5.94,1,38,73,64122000206C8
1211699,Nice and cosy apartment near ocean and beaches,6615872,Marijo,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.4027,-1.63569,Entire home/apt,90,7,67,2023-08-20,0.52,2,300,5,64483001591C7
739301,BIARRITZ CENTER : WONDERFUL HOUSE,3866257,Pierre,Biarritz,Biarritz,43.48876,-1.54601,Entire home/apt,247,3,6,2023-11-04,0.08,1,163,1,6412200268105
1222471,APPART 60m²-700mBEACH-PARKING PROMO,6656498,Christophe,Biarritz,Biarritz,43.4791,-1.55392,Entire home/apt,307,5,44,2023-08-26,0.38,2,208,5,64122182682TM
1241427,"Large Studio with Sea View, contemporary design.",6767091,Nicolas & Mikiko,Biarritz,Biarritz,43.48308,-1.56087,Entire home/apt,185,5,25,2023-10-07,0.35,1,305,4,64122182853NJ
1260144,Charming House Walk/Beach Biarritz,6862888,Monica,Saint-Jean-de-Luz,Bidart,43.45057,-1.57493,Entire home/apt,414,5,45,2023-06-21,0.35,2,303,1,64125000737A5
1298264,"Maison familiale, plage à pied.",7059514,Pierre,Saint-Jean-de-Luz,Bidart,43.4443,-1.58391,Entire home/apt,270,7,7,2022-08-27,0.07,1,65,0,6412500159425
1300038,Cute T1 apartment in Biarritz,7067391,Elisabeth,Biarritz,Biarritz,43.47609,-1.56303,Entire home/apt,74,365,12,2021-08-22,0.09,1,364,0,
744138,"Studio classé, centre- ville, plage à 30m, piscine",3899844,Anne Marie,Biarritz,Biarritz,43.48264,-1.55814,Entire home/apt,99,7,78,2024-03-15,0.78,1,279,22,64122182647RM
755161,"Maison vue sur mer, 100 m²",3973708,Alexandra,Biarritz,Biarritz,43.4719,-1.56895,Entire home/apt,229,2,23,2023-08-19,0.23,1,282,2,641220022114B
1303977,"T3 WITH TERRACE, SEA VIEW, Center",5809243,Nicole,Biarritz,Biarritz,43.48182,-1.56744,Entire home/apt,85,4,210,2024-03-01,1.64,1,98,9,64122171172QS
1307340,T3 Biarritz quiet in Basque Villa,7107205,Françoise,Biarritz,Biarritz,43.47303,-1.55403,Entire home/apt,85,3,171,2023-10-09,1.31,1,152,20,6412200290650
1330922,VILLA BIARRITZ 1923 private pool,1443597,Remigio,Biarritz,Biarritz,43.45685,-1.55059,Entire home/apt,600,2,124,2024-01-01,0.95,1,284,13,6412200016527
1334522,belle chambre à Biarritz,6598885,Sabine,Ustaritz,Arcangues,43.45949,-1.53524,Private room,62,3,43,2023-08-24,0.33,2,35,4,
1342493,"Superbe loft ,Halles et plages",7281385,Xavier,Biarritz,Biarritz,43.48021,-1.56225,Entire home/apt,210,2,113,2023-12-15,0.90,6,245,8,Exempt - hotel-type listing
1343603,Beau studio Centre Urrugne,7287684,Elisabeth,Hendaye,Urrugne,43.36534,-1.69377,Entire home/apt,50,365,44,2021-07-17,0.34,1,365,0,
1348931,"Room in charm house near beach, SPA",6862888,Monica,Saint-Jean-de-Luz,Bidart,43.45049,-1.57382,Private room,75,2,113,2023-10-08,0.87,2,288,5,64125000737A5
1391335,Central Biarritz Next to the  Beach  WIFI,7522405,Herve,Biarritz,Biarritz,43.48269,-1.5663,Entire home/apt,55,4,190,2024-02-14,1.57,1,259,15,641220026115F
1410422,75m2 with terrace in Les Halles,7281385,Xavier,Biarritz,Biarritz,43.480232,-1.562731,Entire home/apt,155,4,51,2024-02-16,0.44,6,287,6,Exempt - hotel-type listing
1420274,Nice duplex - Halles and beaches,7281385,Xavier,Biarritz,Biarritz,43.480232,-1.562731,Entire home/apt,125,5,47,2024-01-28,0.37,6,337,2,Exempt - hotel-type listing
1486339,Lovely duplex Halles and beaches,7281385,Xavier,Biarritz,Biarritz,43.480232,-1.562731,Entire home/apt,106,6,62,2023-11-04,0.48,6,348,5,Exempt - hotel-type listing
1486599,Adorable appartement aux Halles,7281385,Xavier,Biarritz,Biarritz,43.48021,-1.56225,Entire home/apt,100,4,63,2023-06-03,0.49,6,340,1,Exempt - hotel-type listing
1486758,Atypic and charming little duplex,7281385,Xavier,Biarritz,Biarritz,43.48045,-1.563954,Entire home/apt,65,2,149,2023-07-01,1.17,6,159,3,64122000894F8
1493061,Magnifique vue sur la baie,3357149,Marie,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.3949,-1.66085,Entire home/apt,220,7,8,2023-08-16,0.08,2,26,2,64483220077MT
1520270,Maison avec Piscine privative,8114485,Mabel,Saint-Jean-de-Luz,Bidart,43.4379,-1.56588,Entire home/apt,215,7,18,2022-08-27,0.15,1,19,0,64125000143AB
1558632,Studio Mezzanine jardin à Boucau,8295234,Clemence,Bayonne-Nord,Boucau,43.52381,-1.46488,Entire home/apt,55,2,2,2023-07-23,0.17,1,113,2,6414000013190
1569049,Appartement 2 personnes à ANGLET 2.5km des plages,8344147,Evelyne,Anglet,Anglet,43.48539,-1.52486,Entire home/apt,80,6,35,2023-08-12,0.27,2,220,5,64024000210E4
1599030,Maison centre Biarritz 4 chambres terrasse parking,8505152,Laurent,Biarritz,Biarritz,43.48212,-1.55406,Entire home/apt,390,4,9,2022-07-16,0.14,1,276,0,64122000895FE
1710897,"T2 Biarritz, piscine, golf, plage",8899501,Aurélie,Biarritz,Biarritz,43.4647,-1.56473,Entire home/apt,62,365,7,2020-09-03,0.09,1,365,0,
769404,Modern accomodation Basque Country,4058826,Suzie,Saint-Jean-de-Luz,Bidart,43.43367,-1.59661,Entire home/apt,190,3,30,2024-01-15,0.23,2,292,3,641250016123C
1723277,"Chambre Aux Portes de Bayonne,10mn de Biarritz",10278467,Sylvie,Saint-Pierre-d'Irube,Saint-Pierre-d'Irube,43.47807,-1.46081,Private room,40,2,121,2024-03-15,1.19,2,278,13,
1736803,little house in basque country,9145581,Isabelle,Ustaritz,Saint-PÃ©e-sur-Nivelle,43.36595,-1.59187,Entire home/apt,90,7,50,2022-09-10,0.42,1,168,0,
770850,T2 bis quartier résidentiel Bayonne,4065779,Maryse,Bayonne,Bayonne,43.48432,-1.49745,Entire home/apt,80,365,14,2020-08-22,0.11,1,365,0,
781465,Biarritz centre appartement 70 m2,4121972,Thérèse,Biarritz,Biarritz,43.482241407637034,-1.5531625153276056,Entire home/apt,74,7,5,2024-01-06,0.08,1,253,1,64122181557QJ
1748312,Flat 800m far from the beach + free carpark,9158787,Thomas,Biarritz,Biarritz,43.48569869995117,-1.5475280284881592,Entire home/apt,58,3,87,2024-03-17,0.74,1,154,24,6412200349063
1757988,Superbe Vue-Plage à Pieds-Appart refait à neuf,9243643,Jean-Michel,Hendaye,Ciboure,43.38202,-1.65895,Entire home/apt,150,7,44,2023-07-01,0.46,1,265,2,64483000896C2
1772703,Guethary côté mer ! Piscine et Garage privé.,87426,Muriel,Saint-Jean-de-Luz,GuÃ©thary,43.42332,-1.60889,Entire home/apt,148,2,27,2023-10-15,0.23,1,302,7,6424900029740
787080,itxassou between sea and mountains,4146742,Marie Noelle,Espelette,Itxassou,43.33575,-1.42018,Entire home/apt,56,3,107,2024-03-14,0.78,2,183,15,
1802202,Family Home for 8 people - Arbonne / Biarritz,9555474,Anne,Ustaritz,Arbonne,43.44402,-1.54371,Entire home/apt,340,3,21,2022-07-17,0.18,1,178,0,6403500009708
1813162,Chambre d'hôtes 3 personnes piscine,4236952,Catherine,Espelette,Cambo-les-Bains,43.37918,-1.37568,Private room,99,2,18,2023-08-27,0.17,4,352,3,
788451,Duplex de charme à Biarritz,4155851,Marie,Biarritz,Biarritz,43.47134,-1.55914,Entire home/apt,55,5,180,2023-09-17,1.31,1,249,13,64122002574D5
1855972,"NEAR BEACH, APPARTMENT WITH GARDEN",9686524,Celine,Anglet,Anglet,43.50299,-1.53309,Entire home/apt,110,3,53,2023-10-29,0.49,1,255,5,64024000449D9
790578,Cosy & Bright : 100 m2 sea glimpse 5 mins center,4165545,Vanessa,Biarritz,Biarritz,43.47603,-1.55618,Entire home/apt,154,6,47,2023-09-02,0.36,1,118,10,64122003125CC
1893824,Spacieux T2  terrasse 400m plage Côte des Basques,9842757,Catherine,Biarritz,Biarritz,43.47106,-1.56433,Entire home/apt,90,2,92,2024-01-03,1.00,4,19,12,6412200125004
793158,T2 Anglet proche de toutes les plages,4179343,Isabelle,Anglet,Anglet,43.49628,-1.5346,Entire home/apt,70,3,50,2023-07-31,0.38,4,27,2,64024001503FB
1905882,"CENTER CITY, BEACHES 5 MN WALKING",1856456,Béatrice,Biarritz,Biarritz,43.47956,-1.56388,Entire home/apt,60,30,204,2023-07-23,1.63,1,113,6,"Available with a mobility lease only (""bail mobilité"")"
806989,Gite Errekaldea,4247469,Serge,Saint-Jean-Pied-de-Port,Uhart-Cize,43.16763,-1.24795,Entire home/apt,50,3,83,2024-01-12,1.02,1,281,18,
849475,3P rénové à 200m Grande Plage avec  parking,4434539,Antoine,Biarritz,Biarritz,43.47959,-1.55716,Entire home/apt,110,6,9,2024-01-02,0.07,1,245,4,6412200313921
1968162,Charmant appartement à Bayonne,10165648,Maïté,Bayonne,Bayonne,43.48322,-1.48078,Entire home/apt,93,7,5,2023-08-21,0.04,1,295,1,641020000539D
1973734,Chambre pour 2 Hendaye,10190366,Virginia,Hendaye,Hendaye,43.34712,-1.76612,Private room,50,1,79,2023-11-12,1.15,1,143,40,"Available with a mobility lease only (""bail mobilité"")"
858839,"Bidart, Jolie maison avec piscine",2143236,Anne,Saint-Jean-de-Luz,Bidart,43.42743,-1.58138,Entire home/apt,87,3,212,2024-01-03,1.55,1,212,16,6412500096970
1981107,La Bergerie d'Anne-Marie.,10223469,Bruno,Hendaye,Urrugne,43.34474,-1.73054,Private room,142,2,0,,,1,90,0,
868900,BIARRITZ VILLA à Louer,4577681,Bernard,Saint-Jean-de-Luz,Bidart,43.452,-1.56309,Entire home/apt,352,3,14,2023-09-01,0.23,1,349,4,641220000755E
1985329,Loft de 40M² en plein centre,6254376,Nicolas,Hendaye,Hendaye,43.35877,-1.77487,Entire home/apt,50,365,174,2020-07-11,1.40,1,365,0,
1987705,HIKOA:T2****HENDAYE-PLAGE; PARKING -WIFI- 2 MAXI,8105945,Mikel,Hendaye,Hendaye,43.37165,-1.77472,Entire home/apt,60,3,46,2024-03-13,0.63,1,154,11,642600002032B
876198,T4 de 120m² avec piscine,4627023,Annie,Saint-Jean-de-Luz,Ascain,43.33779,-1.61989,Entire home/apt,210,2,241,2023-09-19,1.80,1,124,10,640650000167A
2020641,Bidart Guethary apptT1 b. + véranda face à l'océan,10383632,Christine,Saint-Jean-de-Luz,Bidart,43.42636,-1.59747,Entire home/apt,70,2,178,2023-09-09,1.43,1,117,15,64125000607EB
881730,"Biarritz, B&B, pool, sauna , jacuzzi, garden",4664827,Dominique Et Philippe,Biarritz,Biarritz,43.47951,-1.54577,Private room,125,1,12,2022-08-31,0.09,1,204,0,
2047335,Gîte indépendant spacieux au pays basque,10495755,Maite,Saint-Ãtienne-de-BaÃ¯gorry,Saint-Ãtienne-de-BaÃ¯gorry,43.18589,-1.33026,Entire home/apt,580,7,0,,,1,365,0,
884528,Biarritz - Villa Baratzean - 6 pers,4685558,Laurence Et Benoît,Biarritz,Biarritz,43.47389,-1.55162,Entire home/apt,120,4,39,2024-02-11,0.33,1,263,7,64122001580C7
2048719,Maison d'architecte très lumineuse Aztoretegia,10501505,Christiane,Saint-Jean-de-Luz,Ascain,43.34739,-1.61798,Entire home/apt,540,4,3,2019-08-25,0.03,1,236,0,64065000225BA
890407,"For families, walk to beach & city, good for surf!",4727084,"Erik, Tomas & Tobias",Biarritz,Biarritz,43.47648,-1.56357,Entire home/apt,98,3,149,2024-03-09,1.25,4,278,14,641220027390D
2063347,chambre indépendante chez l'habitant,10558970,Christine,Biarritz,Biarritz,43.45894,-1.54489,Private room,40,6,141,2022-09-17,1.18,1,89,0,
891123,Duplex pop et cosy de 30m2 chez l'habitant,4723817,Marilia,Bayonne,Bayonne,43.51086,-1.48627,Entire home/apt,45,2,31,2024-03-17,0.23,1,115,10,64102002051F5
2081487,Maisonnette T3 classée 2* piscine & plage à pied,10633516,Natacha,Saint-Jean-de-Luz,Bidart,43.42552,-1.59755,Entire home/apt,100,1,241,2024-03-10,2.62,1,6,11,64125001102E6
913348,BIARRITZ 30 METRES PLAGE STUDIO AU VICTORIA SURF 1,4902721,William,Biarritz,Biarritz,43.48491,-1.55719,Entire home/apt,63,3,172,2024-03-09,1.31,2,278,34,64122172650VS
2109360,Studio climatisé  à 5 mn des plages en voiture,6502361,Marianne Et Fred,Anglet,Anglet,43.4843,-1.53078,Entire home/apt,57,2,482,2024-03-10,4.51,3,307,38,640240010634C
2118471,"Ongi etorri, welcome,Bienvenudo",10802247,Bernadette,Hendaye,Ciboure,43.38034,-1.66348,Private room,83,2,74,2023-08-27,0.63,1,131,12,
917885,3 STAR CNTR BIARRITZ 30M BEACH WIFI,4929083,Ashleigh,Biarritz,Biarritz,43.48453,-1.55734,Entire home/apt,70,1,320,2024-03-03,2.52,2,139,23,64122172596WS
2149120,"Close to city & beach, terrace, great for surfing!",4727084,"Erik, Tomas & Tobias",Biarritz,Biarritz,43.47648,-1.56345,Entire home/apt,93,3,91,2024-02-24,0.76,4,279,16,641220027390D
924567,appartement-hourat-urrugne,4973481,Joseph,Hendaye,Urrugne,43.38265,-1.69412,Entire home/apt,95,7,3,2021-09-08,0.03,1,365,0,64545000144F5
2158584,Près des plages et golf  Biarritz patio,11015016,Benedicte,Anglet,Anglet,43.48958,-1.54081,Entire home/apt,180,7,81,2023-08-30,0.68,1,179,3,64024000545C6
929695,t1 BIS 37 M2 HYPERCENTRE BIARRITZ,5005795,Nicolas,Biarritz,Biarritz,43.47929,-1.56434,Entire home/apt,69,4,1003,2024-02-25,7.44,1,60,48,6412200147086
2168578,Chambre d'hôtes 2 personnes au Pays Basque,11063532,Pascaline,Hendaye,Urrugne,43.363,-1.70094,Private room,80,2,5,2018-08-02,0.05,4,152,0,
946392,Charme à la plage. 4*. Tout à pied.,2304831,Coro,Hendaye,Hendaye,43.37163,-1.77702,Entire home/apt,325,2,81,2023-11-01,0.63,1,121,8,64260000178E9
2174256,"Maison front de mer, centre ville st jean de luz",11091109,Vincent,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.38944,-1.6635,Entire home/apt,230,365,0,,,1,365,0,
2301267,Ancienne Ferme rénovée,11753886,Chantal,Bidache,Bidache,43.46558,-1.12947,Entire home/apt,100,7,28,2022-08-06,0.27,1,82,0,
2177228,Belle Suite Apt with Garden - Pool,11103533,Emile,Biarritz,Biarritz,43.46682,-1.57385,Entire home/apt,99,2,63,2023-08-15,0.53,1,153,2,64122182739WJ
2181098,Chambre d'hôtes 2 personnes - Urrugne,11063532,Pascaline,Hendaye,Urrugne,43.36125,-1.70174,Private room,70,2,1,2016-08-17,0.01,4,153,0,
2306732,chambre hôtes avec piscine 2 pers,4236952,Catherine,Ustaritz,Jatxou,43.41178,-1.41146,Private room,88,2,19,2023-08-22,0.16,4,351,2,
2349143,Villa dans parc - Piscine chauffée,5336489,Régine Marie,Anglet,Anglet,43.47269,-1.51663,Entire home/apt,690,4,42,2022-08-14,0.36,1,354,0,640240012308F
2214745,Chambre pour 1 ou 2  personnes,11296639,Maite,Espelette,Cambo-les-Bains,43.36581,-1.40734,Private room,35,2,181,2024-03-06,1.49,1,282,21,Aucun
2241138,Agréable Maison 60m2 T3 jardin et terrasse,7321055,Michaël,Anglet,Anglet,43.50685,-1.50053,Entire home/apt,75,4,19,2022-08-27,0.20,1,17,0,6402400380475
2371206,Maison quartier Golf du Phare,12113955,Sylvie,Biarritz,Biarritz,43.48898,-1.54211,Entire home/apt,277,3,13,2023-08-18,0.13,1,327,2,6412200299150
2386488,Maison Basque 1930. Piscine chauffée.Centre ville,12190131,Daniel,Biarritz,Biarritz,43.48117,-1.55197,Entire home/apt,370,3,22,2024-02-12,0.32,1,245,7,641220024410A
2242058,Appartement central dans le quartier St Esprit,2739756,Géraldine,Bayonne,Bayonne,43.4951171875,-1.4675370454788208,Entire home/apt,70,2,20,2023-11-19,1.01,1,88,14,64102001511EB
2405194,Appt 60m2 prox St Jean de Luz,12293075,Annabelle,Saint-Jean-de-Luz,Ascain,43.34714,-1.61603,Entire home/apt,85,4,82,2023-09-03,0.67,1,264,6,640650002074E
2246251,Family house next to the beach,11472446,Pascale,Biarritz,Biarritz,43.47263,-1.55978,Entire home/apt,130,4,21,2024-03-02,0.18,1,123,7,64122171586YS
2409290,Loft ravissant dans grande villa basque Jacuzzi,12314644,Bernard,Anglet,Anglet,43.4892785,-1.5079104,Entire home/apt,400,5,3,2023-08-12,0.15,1,105,2,64024002970D5
2247195,RDC de villa basque 6 pers la plage à pied,11476823,Brilhault,Hendaye,Hendaye,43.37284,-1.76936,Entire home/apt,97,3,7,2023-06-12,0.14,1,99,1,6426000005248
2440694,"Maisonnette cosy,  terrasse, jardin",12476817,Stéphane,Ustaritz,Larressore,43.37226486206055,-1.4351459741592407,Entire home/apt,87,1,546,2024-03-18,4.62,2,143,47,6431700002214
2260859,chambre pour 2 personnes.,11544893,Bernard,Biarritz,Biarritz,43.46845,-1.55624,Private room,30,2,161,2024-03-18,1.43,2,22,25,64122000793ED
2266527,Chambre d'hôtes  2 ou 3 personnes- Pays Basque,11063532,Pascaline,Hendaye,Urrugne,43.36106,-1.70302,Private room,90,2,13,2019-07-26,0.11,4,136,0,
2457612,Ferme basque à Saint Jean de Luz,5023055,Bénédicte,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.38366,-1.6495,Entire home/apt,570,365,1,2015-08-02,0.01,1,365,0,
2282210,"Nice house with garden, Biarritz (Aguilera)",9571840,Christian,Biarritz,Biarritz,43.48596606832552,-1.5377638064964767,Entire home/apt,250,3,38,2024-01-01,0.32,1,309,2,64122171484VS
2484624,location st jean de luz,12684543,Stéphane,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.41491,-1.61453,Entire home/apt,69,1,310,2023-12-10,2.57,1,339,29,6448300172232
2492491,"Free shuttle and parking, close to Lake Marion",4615447,Fabienne,Biarritz,Biarritz,43.4692,-1.55242,Private room,45,1,492,2024-03-22,4.23,2,0,48,
2287085,3km from the beaches - sunny terasse - 2 rooms,11684249,Miren,Anglet,Anglet,43.48498,-1.52755,Entire home/apt,100,2,27,2023-08-12,0.25,1,168,8,6402400241883
2511815,IBAIGORRI :  La maison des vacances,12606115,Odile,Hendaye,Ciboure,43.36562,-1.65852,Entire home/apt,280,7,8,2020-01-02,0.07,1,332,0,64189000362E8
3207054,"Charme, verdure, calme, appartement séduisant",3982725,Geneviève,Bayonne,Bayonne,43.47762,-1.48697,Private room,55,2,35,2023-12-10,0.62,1,357,7,
