direccion,localidad,provincia,precio,fecha_vigencia
Colombres 1196,LOMAS DE ZAMORA,BUENOS AIRES,448.0,2023-12-08 13:00:00
AUTOPISTA P E ARAMBURU KM 256 Este,FIGHIERA,SANTA FE,491.0,2023-12-08 13:00:00
AVDA ESCALADA 2951,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
Acceso Este 8100,RODEO DE LA CRUZ,MENDOZA,430.0,2023-12-08 13:00:00
Av. Aconquija 2065,YERBA BUENA,TUCUMAN,445.0,2023-12-08 13:00:00
LAVALLE 200,TIGRE,BUENOS AIRES,454.0,2023-12-08 13:00:00
BRANDSEN 306,BAHIA BLANCA,BUENOS AIRES,478.0,2023-12-08 13:00:00
BRANDSEN 306,BAHIA BLANCA,BUENOS AIRES,478.0,2023-12-08 13:00:00
"Autopista Rosario Córdoba Km 665, dirección sur",RIO SEGUNDO,CORDOBA,467.0,2023-12-08 13:00:00
AV. SAN JUAN 1701,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
AV. SAN JUAN 1701,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
Av. Aconquija 2065,YERBA BUENA,TUCUMAN,445.0,2023-12-08 13:00:00
RUTA NACIONAL Nº8 Y PTE JUAN DOMINGO PERON,VILLA MERCEDES,SAN LUIS,456.0,2023-12-08 13:00:00
RUTA NACIONAL Nº8 Y PTE JUAN DOMINGO PERON,VILLA MERCEDES,SAN LUIS,456.0,2023-12-08 13:00:00
LAVALLE 200,TIGRE,BUENOS AIRES,454.0,2023-12-08 13:00:00
RUTA 8 Y RUTA 202,SAN MIGUEL,BUENOS AIRES,449.0,2023-12-08 13:00:00
DIAZ DE QUINTANA 1,TRELEW,CHUBUT,360.0,2023-12-08 13:00:00
Av. Juan de Garay 2780,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
AV. SAN MARTIN ESQ. RUTA 9,SAN JOSE DE LA DORMIDA,CORDOBA,460.0,2023-12-08 13:00:00
AV.SAN MARTIN 390,PEHUAJO,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV.SAN MARTIN 390,PEHUAJO,BUENOS AIRES,475.0,2023-12-08 13:00:00
RUTA NAC.81 Y RUTA PROV. 23,PALO SANTO,FORMOSA,468.0,2023-12-08 13:00:00
RUTA NAC.81 Y RUTA PROV. 23,PALO SANTO,FORMOSA,468.0,2023-12-08 13:00:00
REMIGIO MANCINI 667,GRAL. BALDISERA,CORDOBA,460.0,2023-12-08 13:00:00
ARTIGAS 1601,JOSE LEON SUAREZ,BUENOS AIRES,448.0,2023-12-08 13:00:00
20 DE FEBRERO Y ESPAÑA,TARTAGAL,SALTA,466.0,2023-12-08 13:00:00
"RUTA NAC. NRO. 9 211,5 (ASCENDENTE)",VILLA RAMALLO,BUENOS AIRES,470.0,2023-12-08 13:00:00
"RUTA NAC. NRO. 9 211,5 (ASCENDENTE)",VILLA RAMALLO,BUENOS AIRES,470.0,2023-12-08 13:00:00
AV. JUAN B. JUSTO 5315,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
AV. JUAN B. JUSTO 5315,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
ARTIGAS 1601,JOSE LEON SUAREZ,BUENOS AIRES,448.0,2023-12-08 13:00:00
AV SAN MARTIN 202,RAUCH,BUENOS AIRES,475.0,2023-12-08 13:00:00
20 DE FEBRERO Y ESPAÑA,TARTAGAL,SALTA,466.0,2023-12-08 13:00:00
ALMONACID Y MONTEAGUDO,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
ALMONACID Y MONTEAGUDO,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
Rawson (sur) 745,SAN JUAN,SAN JUAN,453.0,2023-12-08 13:00:00
RUTA 9 KM 36.5 LADO PILAR,TORTUGUITAS,BUENOS AIRES,446.0,2023-12-08 13:00:00
REMIGIO MANCINI 667,GRAL. BALDISERA,CORDOBA,460.0,2023-12-08 13:00:00
RUTA 9 KM 36.5 LADO PILAR,TORTUGUITAS,BUENOS AIRES,446.0,2023-12-08 13:00:00
AVENIDA REPUBLICA 599,JUNIN,BUENOS AIRES,471.0,2023-12-08 13:00:00
DE LOS LAGOS 330,TIGRE,BUENOS AIRES,454.0,2023-12-08 13:00:00
AV. SAN MARTIN ESQ. RUTA 9,SAN JOSE DE LA DORMIDA,CORDOBA,460.0,2023-12-08 13:00:00
AVENIDA ROCA 1773,SAN MIGUEL DE TUCUMAN,TUCUMAN,445.0,2023-12-08 13:00:00
AVENIDA ROCA 1773,SAN MIGUEL DE TUCUMAN,TUCUMAN,445.0,2023-12-08 13:00:00
21 1411,BERAZATEGUI,BUENOS AIRES,450.0,2023-12-08 13:00:00
DARDO ROCHA 299 Y 9 DE JULIO,BERNAL,BUENOS AIRES,448.0,2023-12-08 13:00:00
RUTA 19 RUTA158,SAN FRANCISCO,CORDOBA,460.0,2023-12-08 13:00:00
DARDO ROCHA 299 Y 9 DE JULIO,BERNAL,BUENOS AIRES,448.0,2023-12-08 13:00:00
Avenida General Paz 6850,CAPITAL FEDERAL,CAPITAL FEDERAL,414.0,2023-12-08 13:00:00
RUTA NAC. 158 Y RUTA 2,VILLA MARIA,CORDOBA,460.0,2023-12-08 13:00:00
RUTA NAC. 158 Y RUTA 2,VILLA MARIA,CORDOBA,460.0,2023-12-08 13:00:00
BV.SARMIENTO Y 25 DE MAYO,VICTORIA,ENTRE RIOS,462.0,2023-12-08 13:00:00
BV.SARMIENTO Y 25 DE MAYO,VICTORIA,ENTRE RIOS,462.0,2023-12-08 13:00:00
25 DE MAYO Y GUEMES,SAN PEDRO,MISIONES,485.0,2023-12-08 13:00:00
RUTA 9 KM 36.5 LADO BS AS,TORTUGAS,BUENOS AIRES,446.0,2023-12-08 13:00:00
RUTA 9 KM 36.5 LADO BS AS,TORTUGAS,BUENOS AIRES,446.0,2023-12-08 13:00:00
25 DE MAYO Y GUEMES,SAN PEDRO,MISIONES,485.0,2023-12-08 13:00:00
AV. LA PLATA 901,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
AV. LA PLATA 901,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
DE LOS LAGOS 330,TIGRE,BUENOS AIRES,454.0,2023-12-08 13:00:00
AVENIDA REPUBLICA 599,JUNIN,BUENOS AIRES,471.0,2023-12-08 13:00:00
RUTA 7 KM  1146,USPALLATA,MENDOZA,430.0,2023-12-08 13:00:00
RIVADAVIA OESTE 590,SAN JUAN,SAN JUAN,453.0,2023-12-08 13:00:00
RIVADAVIA OESTE 590,SAN JUAN,SAN JUAN,453.0,2023-12-08 13:00:00
AV SAN MARTIN 202,RAUCH,BUENOS AIRES,475.0,2023-12-08 13:00:00
AUTOPISTA CORDOBA PILAR KM 691,CORDOBA,CORDOBA,465.0,2023-12-08 13:00:00
JOSE A. BAHAMONDE 150,EL CALAFATE,SANTA CRUZ,360.0,2023-12-08 13:00:00
JOSE A. BAHAMONDE 150,EL CALAFATE,SANTA CRUZ,360.0,2023-12-08 13:00:00
Av. Juan de Garay 2780,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
Av.Peru y Av. del Libertador 99,GRAL. BELGRANO,FORMOSA,468.0,2023-12-08 13:00:00
Av.Peru y Av. del Libertador 99,GRAL. BELGRANO,FORMOSA,468.0,2023-12-08 13:00:00
RUTA 9 KM 72 DESCENDENTE,CAMPANA,BUENOS AIRES,453.0,2023-12-08 13:00:00
SANTA ANA 5844,CORDOBA,CORDOBA,463.0,2023-12-08 13:00:00
SANTA ANA 5844,CORDOBA,CORDOBA,463.0,2023-12-08 13:00:00
RUTA 9 KM 72 DESCENDENTE,CAMPANA,BUENOS AIRES,453.0,2023-12-08 13:00:00
OLAVARRIA ESQ. RIOJA,SALTA,SALTA,450.0,2023-12-08 13:00:00
OLAVARRIA ESQ. RIOJA,SALTA,SALTA,450.0,2023-12-08 13:00:00
Dr. Bto. de Miguel Nº 799,JUNIN,BUENOS AIRES,471.0,2023-12-08 13:00:00
AV. DE LOS PIONEROS 883 (ALT KM 1),SAN CARLOS DE BARILOCHE,RIO NEGRO,385.0,2023-12-08 13:00:00
DIAZ DE QUINTANA 1,TRELEW,CHUBUT,360.0,2023-12-08 13:00:00
AV. SAN MARTÍN ESQ. GALILEO -VILLA CARLOS PAZ,CORDOBA,CORDOBA,475.0,2023-12-08 13:00:00
LISANDRO DE LA TORRE 2179,CAPITAL FEDERAL,CAPITAL FEDERAL,414.0,2023-12-08 13:00:00
LISANDRO DE LA TORRE 2179,CAPITAL FEDERAL,CAPITAL FEDERAL,414.0,2023-12-08 13:00:00
CALLE 122 Y 60 LA PLATA,BERISSO,BUENOS AIRES,453.0,2023-12-08 13:00:00
AV. EVA PERÒN 6030,ROSARIO,SANTA FE,466.0,2023-12-08 13:00:00
AV. EVA PERÒN 6030,ROSARIO,SANTA FE,466.0,2023-12-08 13:00:00
MITRE E IRIGOYEN s/n,SAN JOSE,ENTRE RIOS,465.0,2023-12-08 13:00:00
SAN MARTIN 1509,RAMOS MEJIA,BUENOS AIRES,448.0,2023-12-08 13:00:00
av. Argentina 1799,MERLO,BUENOS AIRES,453.0,2023-12-08 13:00:00
av. Argentina 1799,MERLO,BUENOS AIRES,453.0,2023-12-08 13:00:00
Rawson (sur) 745,SAN JUAN,SAN JUAN,453.0,2023-12-08 13:00:00
SAN MARTIN 1509,RAMOS MEJIA,BUENOS AIRES,448.0,2023-12-08 13:00:00
INDEPENDENCIA 4291,CORRIENTES,CORRIENTES,464.0,2023-12-08 13:00:00
INDEPENDENCIA 4291,CORRIENTES,CORRIENTES,464.0,2023-12-08 13:00:00
CALLE 122 Y 60 LA PLATA,BERISSO,BUENOS AIRES,453.0,2023-12-08 13:00:00
RUTA 9 KM 72 ASCENDENTE,CAMPANA,BUENOS AIRES,453.0,2023-12-08 13:00:00
AV. MADRID 2394,CORDOBA,CORDOBA,463.0,2023-12-08 13:00:00
RUTA 9 KM 72 ASCENDENTE,CAMPANA,BUENOS AIRES,453.0,2023-12-08 13:00:00
AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,465.0,2023-12-08 13:00:00
ENTRE RIOS 26,SANTA ROSA,LA PAMPA,373.0,2023-12-08 13:00:00
ENTRE RIOS 26,SANTA ROSA,LA PAMPA,373.0,2023-12-08 13:00:00
RUTA NAC. Nº 38 - KM. 1131,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
RUTA NAC. Nº 38 - KM. 1131,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
MITRE E IRIGOYEN s/n,SAN JOSE,ENTRE RIOS,465.0,2023-12-08 13:00:00
FISCHER 190,AMSTRONG,SANTA FE,462.0,2023-12-08 13:00:00
AUTOPISTA CORDOBA PILAR KM 691,CORDOBA,CORDOBA,465.0,2023-12-08 13:00:00
FISCHER 190,AMSTRONG,SANTA FE,462.0,2023-12-08 13:00:00
AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,465.0,2023-12-08 13:00:00
AV. SAN LORENZO Y GRAL. LAS HERAS 2000,CAPITAN BERMUDEZ,SANTA FE,465.0,2023-12-08 13:00:00
AV. SAN LORENZO 3000,CAPITAN BERMUDEZ,SANTA FE,465.0,2023-12-08 13:00:00
VELEZ SARSFIEL Nº 3,BERROTARAN,CORDOBA,460.0,2023-12-08 13:00:00
29 Y 18 NRO. 392,MERCEDES,BUENOS AIRES,475.0,2023-12-08 13:00:00
Av Italo Dell Oro Nº 2037 - Bº Standar Sur,COMODORO RIVADAVIA,CHUBUT,356.0,2023-12-08 13:00:00
Beethoven 6182,LAFERRERE,BUENOS AIRES,449.0,2023-12-08 13:00:00
AV MITRE 751,AZUL,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV MITRE 751,AZUL,BUENOS AIRES,475.0,2023-12-08 13:00:00
AVDA. EVA PERON 4899 Y OLIVERA,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
AVDA. EVA PERON 4899 Y OLIVERA,CAPITAL FEDERAL,CAPITAL FEDERAL,404.0,2023-12-08 13:00:00
Beethoven 6182,LAFERRERE,BUENOS AIRES,449.0,2023-12-08 13:00:00
Av Italo Dell Oro Nº 2037 - Bº Standar Sur,COMODORO RIVADAVIA,CHUBUT,356.0,2023-12-08 13:00:00
LEANDRO N. ALEM Y SAN JUAN,VILLA ASCAZUBI,CORDOBA,460.0,2023-12-08 13:00:00
LEANDRO N. ALEM Y SAN JUAN,VILLA ASCAZUBI,CORDOBA,460.0,2023-12-08 13:00:00
JUAN JOSE PASO 3520,SANTA FE,SANTA FE,470.0,2023-12-08 13:00:00
JUAN JOSE PASO 3520,SANTA FE,SANTA FE,470.0,2023-12-08 13:00:00
RUTAS 13 Y 158,LAS VARILLAS,CORDOBA,460.0,2023-12-08 13:00:00
JASON Y JUPITER,PINAMAR,BUENOS AIRES,491.0,2023-12-08 13:00:00
TRINIDAD GONZALEZ 805,FORMOSA,FORMOSA,466.0,2023-12-08 13:00:00
TRINIDAD GONZALEZ 805,FORMOSA,FORMOSA,466.0,2023-12-08 13:00:00
JASON Y JUPITER,PINAMAR,BUENOS AIRES,491.0,2023-12-08 13:00:00
AV.MITRE 2399,9 DE JULIO,BUENOS AIRES,475.0,2023-12-08 13:00:00
Ruta 135 11.5,COLON,ENTRE RIOS,465.0,2023-12-08 13:00:00
GUEMES 999 Y LAMADRID,SAN SALVADOR DE JUJUY,JUJUY,450.0,2023-12-08 13:00:00
MONTEVERDE 3445,BURZACO,BUENOS AIRES,449.0,2023-12-08 13:00:00
MONTEVERDE 3445,BURZACO,BUENOS AIRES,449.0,2023-12-08 13:00:00
GENERAL SAVIO 1289 Y PIOMBO,SAN NICOLAS,BUENOS AIRES,461.0,2023-12-08 13:00:00
RUTA 6 Y 34,LUJAN,BUENOS AIRES,446.0,2023-12-08 13:00:00
GENERAL SAVIO 1289 Y PIOMBO,SAN NICOLAS,BUENOS AIRES,461.0,2023-12-08 13:00:00
AV LOS QUILMES 702 BERNAL OESTE,BERNAL,BUENOS AIRES,448.0,2023-12-08 13:00:00
ITALIA 7501,SANTA FE,SANTA FE,470.0,2023-12-08 13:00:00
AV LOS QUILMES 702 BERNAL OESTE,BERNAL,BUENOS AIRES,448.0,2023-12-08 13:00:00
AVENIDA MAIPÚ 1801,CORRIENTES,CORRIENTES,464.0,2023-12-08 13:00:00
AV. MORENO ESQ. AV KENEDY,SALTA,SALTA,450.0,2023-12-08 13:00:00
AV. MORENO ESQ. AV KENEDY,SALTA,SALTA,450.0,2023-12-08 13:00:00
AV. SAN MARTIN 1300,GDOR. BAIGORRIA,SANTA FE,465.0,2023-12-08 13:00:00
AVENIDA MAIPÚ 1801,CORRIENTES,CORRIENTES,464.0,2023-12-08 13:00:00
AV. VIRGEN DEL VALLE (N) 650,CATAMARCA,CATAMARCA,442.0,2023-12-08 13:00:00
YRIGOYEN 399,AZUL,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV. VIRGEN DEL VALLE (N) 650,CATAMARCA,CATAMARCA,442.0,2023-12-08 13:00:00
YRIGOYEN 399,AZUL,BUENOS AIRES,475.0,2023-12-08 13:00:00
Ruta 135 11.5,COLON,ENTRE RIOS,465.0,2023-12-08 13:00:00
GUEMES 999 Y LAMADRID,SAN SALVADOR DE JUJUY,JUJUY,450.0,2023-12-08 13:00:00
SAN MARTIN 1311,FRANCK,SANTA FE,462.0,2023-12-08 13:00:00
SAN MARTIN 1311,FRANCK,SANTA FE,462.0,2023-12-08 13:00:00
29 Y 18 NRO. 392,MERCEDES,BUENOS AIRES,475.0,2023-12-08 13:00:00
ITALIA 7501,SANTA FE,SANTA FE,470.0,2023-12-08 13:00:00
RUTA CIRCUNVALACION KM 8.9,RIO GRANDE,TIERRA DEL FUEGO,338.0,2023-12-08 13:00:00
MONTEVERDE 3552,BURZACO,BUENOS AIRES,449.0,2023-12-08 13:00:00
AV.MITRE 2399,9 DE JULIO,BUENOS AIRES,475.0,2023-12-08 13:00:00
Batalla de Salta 398,SALTA,SALTA,450.0,2023-12-08 13:00:00
J.J. LASTRA Y SAAVEDRA,NEUQUEN,NEUQUEN,368.0,2023-12-08 13:00:00
NAZARRE Y CASTRO,PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
NAZARRE Y CASTRO,PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
AV. 9 DE SEPTIEMBRE 39,RIO TERCERO,CORDOBA,460.0,2023-12-08 13:00:00
AV. 9 DE SEPTIEMBRE 39,RIO TERCERO,CORDOBA,460.0,2023-12-08 13:00:00
J.J. LASTRA Y SAAVEDRA,NEUQUEN,NEUQUEN,368.0,2023-12-08 13:00:00
SANTA FE 2699,SAN JUSTO,SANTA FE,462.0,2023-12-08 13:00:00
SANTA FE 2699,SAN JUSTO,SANTA FE,462.0,2023-12-08 13:00:00
TOMAS ORELL 30,ALLEN,RIO NEGRO,361.0,2023-12-08 13:00:00
TOMAS ORELL 30,ALLEN,RIO NEGRO,361.0,2023-12-08 13:00:00
AV. SAN MARTIN 2048,EL DORADO,MISIONES,485.0,2023-12-08 13:00:00
AV. SAN MARTIN 390,TRENQUE LAUQUEN,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV. SAN MARTIN 390,TRENQUE LAUQUEN,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV. EVA PÉRON 314 Y BROWN,FLORENCIO VARELA,BUENOS AIRES,450.0,2023-12-08 13:00:00
AV. EVA PÉRON 314 Y BROWN,FLORENCIO VARELA,BUENOS AIRES,450.0,2023-12-08 13:00:00
LIBERTADOR SAN MARTIN Y MORENO,LOS CARDALES,BUENOS AIRES,461.0,2023-12-08 13:00:00
LIBERTADOR SAN MARTIN Y MORENO,LOS CARDALES,BUENOS AIRES,461.0,2023-12-08 13:00:00
HIPOLITO IRIGOYEN 260,SUNCHALES,SANTA FE,462.0,2023-12-08 13:00:00
BOSSINGA 530,ENSENADA,BUENOS AIRES,454.0,2023-12-08 13:00:00
RIVADAVIA Y BENJAMÍN DE LA VEGA,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
Batalla de Salta 398,SALTA,SALTA,450.0,2023-12-08 13:00:00
J B JUSTO 1215 Y NICARAGUA,CAPITAL FEDERAL,CAPITAL FEDERAL,414.0,2023-12-08 13:00:00
RUTAS 13 Y 158,LAS VARILLAS,CORDOBA,460.0,2023-12-08 13:00:00
AV. SAN MARTIN 1300,GDOR. BAIGORRIA,SANTA FE,465.0,2023-12-08 13:00:00
BV. 9 DE JULIO 1901,SAN FRANCISCO,CORDOBA,460.0,2023-12-08 13:00:00
BV. 9 DE JULIO 1901,SAN FRANCISCO,CORDOBA,460.0,2023-12-08 13:00:00
RUTA 205 138.5,ROQUE PEREZ,BUENOS AIRES,475.0,2023-12-08 13:00:00
RUTA 205 138.5,ROQUE PEREZ,BUENOS AIRES,475.0,2023-12-08 13:00:00
AVDA ROCA 116,PERGAMINO,BUENOS AIRES,477.0,2023-12-08 13:00:00
J B JUSTO 1215 Y NICARAGUA,CAPITAL FEDERAL,CAPITAL FEDERAL,414.0,2023-12-08 13:00:00
ESTADOS UNIDOS 500 Y AV ALEM,ALMAFUERTE,CORDOBA,460.0,2023-12-08 13:00:00
MONTEVERDE 3552,BURZACO,BUENOS AIRES,449.0,2023-12-08 13:00:00
JORGE NESTOR AGUILLA 1002,RIO GRANDE,TIERRA DEL FUEGO,338.0,2023-12-08 13:00:00
AVENIDA PRIMERA JUNTA  1345,GUALEGUAYCHU,ENTRE RIOS,476.0,2023-12-08 13:00:00
ruta 28 y fitz roy s/n,PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
AVENIDA PRIMERA JUNTA  1345,GUALEGUAYCHU,ENTRE RIOS,476.0,2023-12-08 13:00:00
ESTADOS UNIDOS 500 Y AV ALEM,ALMAFUERTE,CORDOBA,460.0,2023-12-08 13:00:00
Bandera lo los andes 2781,GUAYMALLEN,MENDOZA,430.0,2023-12-08 13:00:00
Bandera lo los andes 2781,GUAYMALLEN,MENDOZA,430.0,2023-12-08 13:00:00
RIVADAVIA Y BENJAMÍN DE LA VEGA,LA RIOJA,LA RIOJA,442.0,2023-12-08 13:00:00
BOSSINGA 530,ENSENADA,BUENOS AIRES,454.0,2023-12-08 13:00:00
ruta 28 y fitz roy s/n,PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
JORGE NESTOR AGUILLA 1002,RIO GRANDE,TIERRA DEL FUEGO,338.0,2023-12-08 13:00:00
Peru 3008,MENDOZA,MENDOZA,430.0,2023-12-08 13:00:00
Peru 3008,MENDOZA,MENDOZA,430.0,2023-12-08 13:00:00
DE LA ESTANCIA 2195,USHUAIA,TIERRA DEL FUEGO,338.0,2023-12-08 13:00:00
AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,483.0,2023-12-08 13:00:00
AV.CÓRDOBA 384,PUEBLO ITALIANO,CORDOBA,460.0,2023-12-08 13:00:00
HIPOLITO YRIGOYEN 6727 ESTE,SANTA LUCIA,SAN JUAN,460.0,2023-12-08 13:00:00
AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,483.0,2023-12-08 13:00:00
GRAL LOPEZ Y BUENOS AIRES,CAÑADA ROSQUIN,SANTA FE,465.0,2023-12-08 13:00:00
Ruta Pcial Nº 13 Esq Ramón J Cárcano 0,CALCHIN,CORDOBA,460.0,2023-12-08 13:00:00
ACCESO RUTA PROVINCIAL 78 KM 1,MONTE HERMOSO,BUENOS AIRES,490.0,2023-12-08 13:00:00
ESPAÑA ESQ. MAIPÙ,SAN LUIS,SAN LUIS,453.0,2023-12-08 13:00:00
"Calle Guido 490 y Colectora, Acceso Norte Km 53",PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
"Calle Guido 490 y Colectora, Acceso Norte Km 53",PILAR,BUENOS AIRES,447.0,2023-12-08 13:00:00
GARIBALDI Nº 1,CNEL. SUAREZ,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV ARGENTINA 57,CORRAL DE BUSTOS,CORDOBA,460.0,2023-12-08 13:00:00
ROQUE SAENZ PEÑA 750,ARRECIFES,BUENOS AIRES,461.0,2023-12-08 13:00:00
ROQUE SAENZ PEÑA 750,ARRECIFES,BUENOS AIRES,461.0,2023-12-08 13:00:00
crisologo larralde 2701,SARANDI,BUENOS AIRES,444.0,2023-12-08 13:00:00
AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,485.0,2023-12-08 13:00:00
AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,485.0,2023-12-08 13:00:00
crisologo larralde 2701,SARANDI,BUENOS AIRES,444.0,2023-12-08 13:00:00
EV EDISON Y LA HABANA,MARTINEZ,BUENOS AIRES,452.0,2023-12-08 13:00:00
GRAL LOPEZ Y BUENOS AIRES,CAÑADA ROSQUIN,SANTA FE,465.0,2023-12-08 13:00:00
DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,454.0,2023-12-08 13:00:00
DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,454.0,2023-12-08 13:00:00
HIPOLITO YRIGOYEN 6727 ESTE,SANTA LUCIA,SAN JUAN,460.0,2023-12-08 13:00:00
SAN MARTIN Y CORRIENTES,FEDERACION,ENTRE RIOS,471.0,2023-12-08 13:00:00
SAN MARTIN Y CORRIENTES,FEDERACION,ENTRE RIOS,471.0,2023-12-08 13:00:00
BELGRANO y RUTA NAC. 12,NOGOYA,ENTRE RIOS,462.0,2023-12-08 13:00:00
BELGRANO y RUTA NAC. 12,NOGOYA,ENTRE RIOS,462.0,2023-12-08 13:00:00
COLECTORA ESTE PANAMERICANA Y RUTA 202,DON TORCUATO,BUENOS AIRES,454.0,2023-12-08 13:00:00
MAZZANTI Y MENDOZA,GOYA,CORRIENTES,470.0,2023-12-08 13:00:00
AV. LIBERTADOR Nº311,SAN FRANCISCO,CORDOBA,460.0,2023-12-08 13:00:00
Avda España 597,TANDIL,BUENOS AIRES,490.0,2023-12-08 13:00:00
Avda España 597,TANDIL,BUENOS AIRES,490.0,2023-12-08 13:00:00
EV EDISON Y LA HABANA,MARTINEZ,BUENOS AIRES,452.0,2023-12-08 13:00:00
AV. IGNACIO DE LA ROZA 09 OESTE,RIVADAVIA,SAN JUAN,453.0,2023-12-08 13:00:00
SAN MARTIN 600,JUAN JOSE CASTELLI,CHACO,469.0,2023-12-08 13:00:00
AV. IGNACIO DE LA ROZA 09 OESTE,RIVADAVIA,SAN JUAN,453.0,2023-12-08 13:00:00
AVENIDA DE LAS AMERICAS 1005,ARISTOBULO DEL VALLE,MISIONES,485.0,2023-12-08 13:00:00
av.lavalle 2451,ZARATE,BUENOS AIRES,447.0,2023-12-08 13:00:00
AVENIDA DE LAS AMERICAS 1005,ARISTOBULO DEL VALLE,MISIONES,485.0,2023-12-08 13:00:00
San Martin 93,VALLE HERMOSO,CORDOBA,476.0,2023-12-08 13:00:00
ESPAÑA ESQ. MAIPÙ,SAN LUIS,SAN LUIS,453.0,2023-12-08 13:00:00
AV.CÓRDOBA 384,PUEBLO ITALIANO,CORDOBA,460.0,2023-12-08 13:00:00
ACCESO RUTA PROVINCIAL 78 KM 1,MONTE HERMOSO,BUENOS AIRES,490.0,2023-12-08 13:00:00
SAN MARTIN 600,JUAN JOSE CASTELLI,CHACO,469.0,2023-12-08 13:00:00
GARIBALDI Nº 1,CNEL. SUAREZ,BUENOS AIRES,475.0,2023-12-08 13:00:00
AV ARGENTINA 57,CORRAL DE BUSTOS,CORDOBA,460.0,2023-12-08 13:00:00
AV. EX COMBATIENTES DE MALVINAS 3897,SALTA,SALTA,450.0,2023-12-08 13:00:00
9 DE JULIO 395,SERRANO,CORDOBA,460.0,2023-12-08 13:00:00
COLON Y NECOCHEA,CNEL. DUGRATY,CHACO,469.0,2023-12-08 13:00:00
RUTA 24 ESQ. DERQUI N°11052 (RUTA 24 ESQ. DERQUI EX SAAVEDRA LAMAS),MORENO,BUENOS AIRES,446.0,2023-12-08 13:00:00
"RUTA 5 KM 525,3",CATRILO,LA PAMPA,381.0,2023-12-08 13:00:00
Balcarce 682,SAN MARTIN,MENDOZA,430.0,2023-12-08 13:00:00
Balcarce 682,SAN MARTIN,MENDOZA,430.0,2023-12-08 13:00:00
LA GLORIA ESQ AMIN 1813,TUPUNGATO,MENDOZA,436.0,2023-12-08 13:00:00
LA GLORIA ESQ AMIN 1813,TUPUNGATO,MENDOZA,436.0,2023-12-08 13:00:00
RUTA 24 ESQ. DERQUI N°11052 (RUTA 24 ESQ. DERQUI EX SAAVEDRA LAMAS),MORENO,BUENOS AIRES,446.0,2023-12-08 13:00:00
Diego de Torres 1110,CORDOBA,CORDOBA,463.0,2023-12-08 13:00:00
COLON Y NECOCHEA,CNEL. DUGRATY,CHACO,469.0,2023-12-08 13:00:00
AV BOLIVIA Nº 20,SALTA,SALTA,450.0,2023-12-08 13:00:00
AV BOLIVIA Nº 20,SALTA,SALTA,450.0,2023-12-08 13:00:00
GBDOR UGARTE 3501,MUNRO,BUENOS AIRES,443.0,2023-12-08 13:00:00
CORDOBA 4098,ROSARIO,SANTA FE,466.0,2023-12-08 13:00:00
CORDOBA 4098,ROSARIO,SANTA FE,466.0,2023-12-08 13:00:00
"RUTA 5 KM 525,3",CATRILO,LA PAMPA,381.0,2023-12-08 13:00:00
RUTA CIRCUNVALACION KM 8.9,RIO GRANDE,TIERRA DEL FUEGO,338.0,2023-12-08 13:00:00
